ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1704945599999,2024-01-11 03:59,14352.45237811709592419210502,11130.38677580406494587871590,15753.36101428567253419259278,11904.30538407253944666408829
1704959999999,2024-01-11 07:59,14325.39599478389894824406685,11034.46525631075507835151814,15617.59789216289525386823954,11821.66273132156491890821255
1704974399999,2024-01-11 11:59,14403.35602639149710819493123,11263.90524180403494413545809,15942.33720962694930347130625,12230.63028466296685800062120
1704988799999,2024-01-11 15:59,14269.53869609321396812244882,11197.79225120007733457272088,15848.76377517053264419594730,11945.02570623705868732218659
1705003199999,2024-01-11 19:59,14293.22146263804913445993761,11175.89660142652711328968851,15817.77363041608692704834815,11989.63173984877585602606390
1705017599999,2024-01-11 23:59,14267.79337193993122892335409,11091.37288300685587210155941,15698.14245727895355851420776,11899.60917939387255105435224
1705031999999,2024-01-12 03:59,14228.06920208268388980328632,11008.75916989099891562963712,15581.21462208607551161143862,11770.48563545819852924384763
1705046399999,2024-01-12 07:59,14240.91469042798805754997456,11012.15553270567619634680185,15586.02168542304080158000477,11805.98088658902443899663922
1705060799999,2024-01-12 11:59,14398.26851200637796735609129,10999.26898063081891700838402,15567.78262340315276691421183,11871.06285061884065623562153
1705075199999,2024-01-12 15:59,14348.18422548142279403761580,10642.07884089470241909058208,15062.23132669513438554070821,11620.81669490763000312128513
1705089599999,2024-01-12 19:59,14166.62442138498161304937414,10405.25254416386505627128600,14727.03774745667943048098530,11449.40611477997394319122407
1705103999999,2024-01-12 23:59,13991.21664603279957159933133,10240.14479244993399324700324,14493.35145914763106359470585,11211.24167294891531070163359
1705118399999,2024-01-13 03:59,13966.66489388326643871720535,10198.78767259453671804482613,14434.81640107897479483723256,11157.19607378879694920265767
1705132799999,2024-01-13 07:59,13977.56225113324515949982711,10316.79392759949370972796395,14413.11365665455225492919534,11265.48820906037280678803809
1705147199999,2024-01-13 11:59,13944.03695117879650466090492,10202.15292003459045778290478,14413.11365665455225492919534,11231.42775186993953017674451
1705161599999,2024-01-13 15:59,13969.85359459536968527671711,10329.12279642148290844122364,14413.11365665455225492919534,11304.40382941438576319884462
1705175999999,2024-01-13 19:59,13956.16136439553736615944114,10240.98730105512525668071853,14413.11365665455225492919534,11355.09501674372227624594757
1705190399999,2024-01-13 23:59,13964.56870875664772074835475,10255.76471051095156474821326,14413.11365665455225492919534,11414.53912562196215137515482
1705204799999,2024-01-14 03:59,13931.01693625769593868413631,10215.99208127099922248103477,14413.11365665455225492919534,11426.43708785445971951258590
1705219199999,2024-01-14 07:59,13956.79381002905739002628424,10294.88631037416520345297540,14413.11365665455225492919534,11556.19837794218579145312068
1705233599999,2024-01-14 11:59,13938.91114392092145722719959,10251.45642787076896764398739,14413.11365665455225492919534,11500.48722764151250279342968
1705247999999,2024-01-14 15:59,13943.89685107654557951085365,10269.26160262650137867639642,14413.11365665455225492919534,11627.33301996034212250785154
1705262399999,2024-01-14 19:59,13873.62539653315450615196350,10210.76948531495565199135652,14413.11365665455225492919534,11406.63184408115391554245342
1705276799999,2024-01-14 23:59,13854.24680051245513906790543,9988.737352472434196228293834,14413.11365665455225492919534,11212.84930152398872108586573
1705291199999,2024-01-15 03:59,13854.24680051245513906790543,10188.26828248142421011534130,14413.11365665455225492919534,11515.47787298565993664449231
1705305599999,2024-01-15 07:59,13854.24680051245513906790543,10223.88102548324468917855058,14413.11365665455225492919534,11499.06227639469133960273136
1705319999999,2024-01-15 11:59,13854.24680051245513906790543,10219.86235517609658887966434,14413.11365665455225492919534,11520.56132140870703617171045
1705334399999,2024-01-15 15:59,13854.24680051245513906790543,10119.57510927406835628685103,14413.11365665455225492919534,11341.98667375313744611594224
1705348799999,2024-01-15 19:59,13854.24680051245513906790543,10290.39372897659701747262431,14413.11365665455225492919534,11522.81256668908322113363984
1705363199999,2024-01-15 23:59,13854.24680051245513906790543,10175.13041391922294594584363,14413.11365665455225492919534,11384.94833501329956555735505
1705377599999,2024-01-16 03:59,13854.24680051245513906790543,10274.09166616421720142991186,14413.11365665455225492919534,11517.26300388345211633027123
1705391999999,2024-01-16 07:59,13819.05062540911435282025037,10242.15532434868587189564198,14346.76393623286529656269380,11529.18364088995869498429250
1705406399999,2024-01-16 11:59,13814.23220867603733645343853,10268.34250232992909129416156,14383.44588938318585034386872,11507.72171142240759482022816
1705420799999,2024-01-16 15:59,13800.74316031882456415198739,10352.62447822367897564477577,14501.50471547606928515755234,11566.98286766275342754963653
1705435199999,2024-01-16 19:59,13788.34827945070800206853107,10331.90642570511199757023180,14472.48369486833921354345398,11539.49887144407844189546409
1705449599999,2024-01-16 23:59,13813.43239009055011668399271,10325.16635686358189010050955,14463.04247559484477250078982,11580.63276755925304400533787
1705463999999,2024-01-17 03:59,13889.27703302764252450923713,10256.00645303687292158572816,14366.16604416458132295257217,11707.96984605913791736724975
1705478399999,2024-01-17 07:59,13825.89149364360785920050917,10209.79772823055891064451446,14301.43870776753456202584125,11547.48911309290301188034019
1705492799999,2024-01-17 11:59,13872.54702968331072554064114,10215.59476187196016074808949,14309.55896099210968141693947,11741.10718777736811941081386
